gene Statistic Pvalue BHPvalue BonferPvalue
SLC22A2 1.67438601445544 0.0977751440120881 0.125659506199505 1
SERPINF1 8.19811424360472 3.57783331437213e-12 1.36889009154264e-11 6.37355226622251e-08
WDR34 -15.0303258891876 3.72432320262519e-24 4.89631686579817e-23 6.63450935315651e-20
OR7A17 -3.61145836753826 0.000555519013817714 0.000971912759001056 1
C9orf11 1.55834713374003 0.123272491506726 0.155544422984901 1
RNF216L -1.14317217361147 0.256264588984203 0.30340937047485 1
LHB -1.54283207062237 0.127792991274939 0.160758727955071 1
STK25 -1.04307506451158 0.300524783646449 0.350225598317273 1
TAOK3 0.224645521911013 0.82278242417571 0.848342030251896 1
LOC152573 10.4562492501295 4.66311408474881e-16 2.65564943432594e-15 8.30687143057153e-12
C3orf39 -0.0509623172076755 0.959434065678328 0.965395303094992 1
C14orf108 1.1760317347321 0.243090940430903 0.28933132978126 1
CDC25B -14.284319537773 5.74360105824104e-29 1.2616092386129e-27 1.02316509251506e-24
BMP3 3.77693610568933 0.000349148534762035 0.000625224366531051 1
TMEM180 -3.44356764966809 0.000897958169040866 0.00152971471964177 1
MAP1LC3C 15.9760115841597 7.51399426769324e-25 1.06149321082226e-23 1.33854293884687e-20
CRYGC 0.0262215602248838 0.979150557864411 0.982072407961073 1
POU3F1 -0.758775941203733 0.450641536527363 0.502518205427133 1
C20orf32 0.854155609128053 0.395934041678817 0.447598038686581 1
CCDC95 -9.36758487266317 2.80228683336553e-14 1.31195631142112e-13 4.99199376495736e-10
HIGD1B 3.53673357854473 0.000701381233278566 0.00121187248201982 1
USP6NL -1.37365025797196 0.172122652270959 0.210821845953993 1
ABCD4 14.7589001699011 2.20653937470982e-26 3.61945602404058e-25 3.93072924210807e-22
DIMT1L 13.2817974532245 1.65040999095852e-23 2.0027522873934e-22 2.94004035789352e-19
TEK 11.4435646975155 7.01248026560186e-18 4.82690585206459e-17 1.24920323451432e-13
SLC25A46 4.91386497025269 5.26559029903768e-06 1.13726025202543e-05 0.0938012255870572
LARP7 5.36024296892879 7.3496203576916e-07 1.72293903213473e-06 0.0130926137051918
CD160 10.3064231362704 1.71103388918487e-16 1.01838816244368e-15 3.04803577019393e-12
MT1JP 15.3303157740742 1.0365292923772e-26 1.76865256842983e-25 1.84647328144075e-22
PHF20 -11.5922799351214 2.8669552605957e-21 2.74322199049316e-20 5.10719410122518e-17
CPNE4 1.83981757436676 0.0689675665026581 0.0911956821317067 1
GTPBP1 -1.38629315142015 0.16917971729071 0.207717105508078 1
RAB33B 6.5425354219635 6.40668442740683e-09 1.82110541550703e-08 0.000114128676389825
ALDOC 13.7362777099622 3.04268165382844e-22 3.22825080293626e-21 5.42023309812998e-18
ZNF212 -0.00871704705651049 0.993063933689329 0.993844995210208 1
NUDT1 -11.3207632118117 2.17260913514617e-20 1.91030894044886e-19 3.8702859133494e-16
RFPL2 -4.54726939797164 1.55334686785216e-05 3.20029077589084e-05 0.276713211039184
ZNF83 5.27735048219823 8.782973859289e-07 2.04629736240354e-06 0.0156459896329374
GDPD5 7.05179537200412 1.00290663134301e-09 3.07712344656294e-09 1.78657787307444e-05
PDCD4 7.55515469276186 7.61078830929062e-12 2.82926926005223e-11 1.35578582941703e-07
CEP350 -7.13833403149303 4.33121680524939e-10 1.37142367878977e-09 7.71562961687127e-06
OR10A2 -3.18933149357528 0.0020855080729999 0.00338600444881702 1
CST7 -6.60161109381206 1.04929637065137e-09 3.21281635386448e-09 1.86921655467835e-05
CIAO1 -9.15677385981661 2.52302542960127e-14 1.18714144223236e-13 4.4945175002917e-10
SELL -7.20828568949851 1.60247816129346e-10 5.26591882775904e-10 2.85465459652817e-06
OR8J3 3.2474859142571 0.00185353844160823 0.00303009395235469 1
LTBP4 11.0676437433847 7.12653381714318e-17 4.40138664789534e-16 1.26952073418589e-12
SIRT6 -12.8790723771553 9.78317398872662e-21 8.91444815525197e-20 1.74277461435176e-16
CCL19 3.24281384635163 0.00164546272132712 0.00270983386500151 1
PPIL1 -7.22673100017447 3.58243135896108e-10 1.14312130439546e-09 6.38174322285326e-06
GBP7 -3.56595073834646 0.000575288845528907 0.00100472504845607 1
STK17A 4.53345129177273 1.74910111451331e-05 3.58638205040747e-05 0.311584872539401
ABR 4.15048147136585 7.90396430385115e-05 0.000150960887861911 1
OR9G1 -0.254702271080536 0.799644959055533 0.828383071680348 1
FOXE1 1.11214013539879 0.269491411706961 0.317391160222912 1
CNGA3 -1.9704210615463 0.0519247044961044 0.0700164019297255 1
GML -6.66089694201884 5.18321445685669e-09 1.48566021455262e-08 9.23337823344451e-05
CD38 0.845032000787939 0.399692897375356 0.45129804613327 1
ZDHHC6 -2.73409230870707 0.00772810948049002 0.011748467510279 1
NEFH -3.3616860050118 0.00104580795185746 0.00176537694062246 1
CTDSP2 6.19212575686364 2.87275207710034e-08 7.66095890740501e-08 0.000511752055014654
PGBD5 -5.0720809365587 1.30513135094956e-06 2.97957322642771e-06 0.0232496098858154
CCNY -2.94160507305062 0.00425833112091514 0.00668233884672149 1
RMND5B -6.12339355253612 2.42357171295085e-08 6.51085907020154e-08 0.000431735064945064
ZNF257 -2.00834723742109 0.0470653617912223 0.0638700658908231 1
FLJ22167 3.44128637341553 0.000871055675219113 0.00148772634691786 1
EXOSC7 3.97798017389812 0.000152389062101222 0.000283219483805026 1
ROR2 -5.68621010420985 1.88557014678202e-07 4.66715945460259e-07 0.00335895465947749
MAOA 19.3183357630433 8.97589937679093e-33 3.10478973782823e-31 1.59896671498154e-28
TNNT3 12.698736143564 6.80347562486402e-20 5.71145686999659e-19 1.21197114781328e-15
GYPC 14.0833624763379 3.44691966011324e-22 3.62690058034597e-21 6.14034268252572e-18
C7orf33 -1.09792780975428 0.275706845498942 0.32410200248899 1
PLIN 14.9930686242324 4.21898225703207e-26 6.74658437403675e-25 7.51569499267694e-22
LOC90826 6.04400598169826 5.02194636118184e-08 1.30924853619337e-07 0.000894609524780933
RNF4 -5.41318753347542 6.9462896274519e-07 1.63203908498322e-06 0.0123741203423428
F8A1 -2.34085483215124 0.021907189790717 0.0313155736584684 1
PLEKHG4 6.2707960454481 1.29253452110149e-08 3.56700247050288e-08 0.000230252099589019
GRB2 -12.3298489742368 3.37714699000352e-20 2.90911491682412e-19 6.01604964799228e-16
HIST1H2AD -17.1139255092802 1.05030323765634e-31 3.1874108817053e-30 1.87101018756101e-27
DUS3L -2.56156926058613 0.0125199233848095 0.0185302355580755 1
EIF1 6.49359134268322 7.80791198247303e-09 2.19731665174999e-08 0.000139090144055774
RP5-1077B9.4 -3.6509489024438 0.000502317883613314 0.00088369452683069 1
FPGT -3.31977486343991 0.00128876370258051 0.00214942763765278 1
GDF10 22.4252150585722 1.5332379437862e-37 9.16547004382796e-36 2.73131007306073e-33
COQ9 0.876941999851283 0.382663118360279 0.434179172454283 1
GCC2 5.33956508537046 7.9666184301052e-07 1.86243229283326e-06 0.0141917340713894
RARRES3 -2.44253631286223 0.016454349411239 0.0239397076455253 1
PLXNA1 1.88525144215011 0.0627481637910625 0.0835485305160317 1
KIAA0100 -4.24054358592122 4.57514269505857e-05 8.96903180034923e-05 0.815015919697734
PMF1 -12.366837276656 5.17512230208564e-21 4.83681157866493e-20 9.21896286893535e-17
FNDC1 -7.80246096695159 6.42219712160777e-11 2.18413553883774e-10 1.14405019524321e-06
HS2ST1 -2.20933743957009 0.030080346181075 0.0420605405706178 1
CRELD2 -13.2316014513154 3.67068944336301e-25 5.32923078598766e-24 6.53896617440686e-21
C8G -5.47557212583775 5.03386997666124e-07 1.19708129440987e-06 0.00896733597642433
CD82 -0.369242228896638 0.712899200257286 0.750344836241258 1
LIM2 0.137426985448892 0.891045609046535 0.90677443470751 1
UNQ6490 -1.25156569129373 0.214657290958072 0.258214935588297 1
MMP16 1.40673666857337 0.163398293324048 0.201340333213985 1
DRD3 -1.02730613111731 0.30749591981463 0.357507656675227 1
C5orf26 14.6096916702745 4.18045430147365e-24 5.4557225587144e-23 7.44706129264515e-20
C11orf73 4.0386493960751 0.000114694747615722 0.000215957323118748 1
PTP4A2 -8.97234117619969 2.68175687613819e-14 1.25717939451383e-13 4.77728169915257e-10
OR4M2 -2.61819842457103 0.0107611109476045 0.0160484244805883 1
HPCA -4.58742133032855 1.78751469532377e-05 3.66135297027684e-05 0.318427867824977
SEC14L1 4.05915928636657 0.000117998993784765 0.000221897400536452 1
CHFR -13.1543404641176 4.79745289253389e-22 4.99351257082553e-21 8.54618258275987e-18
EMILIN1 -3.76953899029157 0.000314387562592414 0.000566680161896312 1
NDUFS4 9.99347529810453 1.2553620028745e-15 6.83257522737744e-15 2.23630187192063e-11
COL18A1 -2.98559445099387 0.00366961157124289 0.00580554711635175 1
PDZD3 5.00336987534716 4.39709199657913e-06 9.56524567432661e-06 0.0783297968270606
C9orf16 -4.54929871323907 1.99435871449594e-05 4.06446701064303e-05 0.355275061400307
ERBB2IP -5.96679492712141 2.60143141700813e-08 6.97080313817432e-08 0.000463418992625829
EMX2 8.0986829137496 7.22394495036108e-12 2.6910781126251e-11 1.28687355345732e-07
FUS -7.16920861825971 6.36554643578881e-10 1.98730887148864e-09 1.13395844207142e-05
TF 15.1569036056403 7.65176855802311e-25 1.07839086307455e-23 1.36308605092624e-20
CLCN4 7.50217388975254 3.45338503817437e-11 1.20044870765982e-10 6.15186010700382e-07
CXorf56 3.71418867202262 0.000336028923378595 0.000603672775420159 1
C11orf72 1.0846077991715 0.282201987679239 0.330711545853428 1
ELAC2 -0.5044001211914 0.615301575861259 0.661136514409341 1
NPR1 15.6801270842585 3.24444200974547e-24 4.31317089265714e-23 5.77964899616057e-20
ASS1 7.31339808452544 7.30159458815752e-11 2.47000770971208e-10 1.30070605993438e-06
USP42 -5.73064290943064 1.6911798343825e-07 4.20528720961612e-07 0.00301266775696899
POLR2J -5.35950941555404 8.41056114853612e-07 1.96158335035379e-06 0.0149825736300022
SEC23IP -8.59876691386051 4.60755076978539e-13 1.9240250682831e-12 8.2078909412957e-09
UQCRC1 -5.41156271341637 6.29470166823826e-07 1.48482276904127e-06 0.0112133815517996
LOC729603 0.553664064588651 0.581609674791131 0.629529392801629 1
C1orf71 -10.4834591528908 1.55072005458567e-16 9.26997552093596e-16 2.76245270523892e-12
POLG -14.3565933726507 8.26745583132793e-24 1.03569942460813e-22 1.47276458179276e-19
ADAM23 -0.698447987818665 0.487087358840235 0.5381069277755 1
TFR2 -7.95403810081403 7.95474412030816e-12 2.9528195823957e-11 1.4170581175917e-07
RICTOR 10.6752120120775 2.0219144499213e-17 1.3208061610157e-16 3.6018384010898e-13
MGC39606 13.8610947430992 7.19534467083346e-24 9.07775283046935e-23 1.28177869966227e-19
C19orf55 -6.77464960837387 2.69653445824271e-09 7.95035829843357e-09 4.80360648391357e-05
SNAPC1 5.64154037982497 1.79451036000788e-07 4.45228517453767e-07 0.00319674075531805
GNA11 -1.2126012226275 0.229397178348689 0.274223683740675 1
CCDC52 -9.51481423636399 3.40615108301231e-15 1.77099816025771e-14 6.06771753927813e-11
FSIP1 -6.45352119764028 3.09469081979818e-09 9.07918680235255e-09 5.51288222638847e-05
UPF3A 5.30579484196974 7.53048861010045e-07 1.76417838111953e-06 0.0134148124100329
IGSF11 3.65486245933025 0.000467904123618222 0.000826253376103787 1
LAGE3 -30.1223587029066 4.66289606818247e-70 9.22942561762251e-67 8.30648305586026e-66
CHST6 -12.0220561530068 7.99796035188234e-22 8.15544737884556e-21 1.42475665708432e-17
UNC13B 0.924188679972048 0.357443447312404 0.408959381530069 1
TTLL4 -7.17351949816194 1.27769336294149e-10 4.23457294277949e-10 2.27608295674397e-06
ZNF687 -11.0270467208954 7.1901930384436e-18 4.93902811044511e-17 1.28086098786834e-13
SDC2 8.2435018799626 4.08669344138044e-13 1.71658469617428e-12 7.28003569647512e-09
COX7A2 -5.68769694631774 1.9868177314469e-07 4.90617841253051e-07 0.00353931710679951
LAMB4 0.226367225996024 0.821548967761481 0.847476594574267 1
FAM24A 1.5213325008822 0.132358706826929 0.16596311701379 1
LRRTM3 -0.35498902632358 0.723678410506173 0.759894323887826 1
GPHB5 3.52214539781719 0.000759086769279811 0.00130552541284784 1
OR4C13 -0.890851239884218 0.375930079026683 0.42747468580246 1
EIF3EIP 7.57142971200885 1.48952571765377e-10 4.90560383329345e-10 2.65344111342843e-06
HABP4 9.67394299647252 1.15625259191331e-14 5.65709521349733e-14 2.05974836723438e-10
TMEM125 -5.07780506116288 3.68229834924703e-06 8.07043095392306e-06 0.0655964627934866
CNTN2 2.60252471237142 0.0107825153892259 0.0160789995934765 1
ASNSD1 7.97133086506896 9.40500030067706e-12 3.46516391636528e-11 1.67540675356261e-07
FUT4 1.44501441836601 0.152206012747967 0.188816010521747 1
ACF 2.40112193724916 0.0193023293446765 0.0277792611848495 1
LOC158381 0.958977672617802 0.3403109447222 0.391191789977497 1
CDH8 2.6091107588006 0.0110550114549993 0.0164674282180247 1
AGPS -1.5235758274208 0.130740996977471 0.164177366428638 1
C4orf18 5.98654694794552 1.35243709165439e-08 3.7196718157683e-08 0.000240923143507313
PECI 7.64199830620343 1.36650343654217e-11 4.97199595967366e-11 2.43428922185622e-07
UNG -8.38279602915331 1.10769206448449e-13 4.89881490484775e-13 1.97324264367267e-09
GSTP1 14.9566362258703 4.65184807222184e-40 3.83648247956296e-38 8.28680215585599e-36
DCUN1D5 -5.4786085960662 1.78178894055333e-07 4.42257045938653e-07 0.00317407881870171
DKFZP564J0863 -14.2360303253904 1.86672620382585e-28 3.8577564495306e-27 3.32538605949538e-24
SLC9A3R1 -10.8428079614285 2.59119961245244e-17 1.67063445154643e-16 4.61596298962278e-13
BCDO2 12.1950297448718 3.16378262661402e-23 3.74233889179961e-22 5.63596237105021e-19
CHMP7 0.672746784636537 0.503072967183555 0.55346725774505 1
REM2 -6.46916206286014 4.77160316507415e-09 1.37231738428529e-08 8.50013387826309e-05
DNHD1 3.87386079792936 0.000206596028721467 0.000378865725308237 1
FKBP4 -11.7707505350962 1.08749795515911e-18 8.1329507024368e-18 1.93726885732045e-14
ZNF350 -1.48229858142868 0.14189418884628 0.177022416143121 1
MGC11102 -16.9158699537934 3.94094601270405e-31 1.11258339572599e-29 7.020401227031e-27
BST1 6.11274857506511 4.55691795147266e-08 1.19500863223221e-07 0.000811769363875339
KISS1R -1.85005792357501 0.0688310297879603 0.0910286536483092 1
NCR2 0.411594280272247 0.681835784171911 0.722258587098675 1
DEFB125 0.868388699853926 0.388245875830994 0.43982270474107 1
UBE2W -8.81049685939108 1.11236075808679e-13 4.91824138609036e-13 1.98155945445581e-09
KRT15 6.24940101741306 2.75008602435216e-08 7.34923978965037e-08 0.000489900324378094
C10orf99 -0.0919150350719655 0.927059002659782 0.937266122212335 1
SCN11A 6.66496778153514 5.3449900532445e-09 1.52981447314424e-08 9.52156528084976e-05
GFI1 -0.0701971533100754 0.944183243570185 0.95187777594563 1
RDHE2 -4.24449488123876 4.80876042406112e-05 9.40527648157935e-05 0.856632581942247
FHL1 18.6115532379329 5.59856865884465e-29 1.23127039615628e-27 9.97329020886587e-25
OSGEP 0.342343986562668 0.732832957313296 0.76811704056748 1
GATA1 -0.0276212150121222 0.978048640455485 0.981188178243735 1
SMC6 -15.305450995802 6.57189177054788e-29 1.43646233129497e-27 1.1707168000054e-24
TTTY14 2.44827863452497 0.0169043835472588 0.0245543614245653 1
LPIN3 2.34164496948434 0.0220835953465929 0.0315500174435967 1
RPL4 9.97717456834522 2.12296976589821e-15 1.12723050401522e-14 3.78185834097107e-11
RBPMS 11.8713770728106 1.44069295092916e-20 1.28967357928905e-19 2.56645042278521e-16
PRPF3 -9.66418119178377 6.25556313378509e-17 3.88687135211886e-16 1.11436601665248e-12
EMR1 -3.79513204593738 0.000284042070077717 0.000514220064671185 1
SPATA19 -1.25265443617466 0.21392649810083 0.257370611006158 1
XCR1 0.167744484284618 0.867323857509807 0.886787992749797 1
IRX3 -1.47950344225608 0.143597786746795 0.17893473510824 1
RBM6 7.75824000245673 2.84076800983562e-11 9.97544674299463e-11 5.06054413272117e-07
KLF4 14.4238945350022 9.68537756796516e-23 1.08717905479352e-21 1.72535315995731e-18
UNC5CL -2.69202597859051 0.00816685734953148 0.012364813600591 1
SEBOX 0.501165703074656 0.61765688447174 0.663307194356135 1
BTK -4.31014827606854 4.28267317362965e-05 8.41977043538667e-05 0.762915399150386
KRCC1 8.71105802003345 2.66399519058944e-13 1.14077909435481e-12 4.74564103251602e-09
C6orf27 0.285999784831786 0.775781008484868 0.807087711566282 1
SYTL5 -1.47498508214296 0.144279042600044 0.179695648806348 1
PRND -0.311333016229734 0.756258111312763 0.78986761227284 1
LOC653319 -1.56597838027356 0.121298508961998 0.15319472801482 1
PIGL -2.74886699987788 0.00700092062158863 0.0107023427403227 1
HUS1 -7.16623795729947 3.1841522733046e-10 1.01890584869136e-09 5.67224885966482e-06
SFRS6 -3.66324472720075 0.000450744735448415 0.000796900229979958 1
C17orf77 -1.09428116071086 0.27734711260065 0.325686319305734 1
UIMC1 13.8620854716237 3.2750380679097e-27 5.9714972509461e-26 5.83415281417434e-23
FXYD2 4.14671771901992 0.000100930846719522 0.000191051121396406 1
LOC283152 -4.73055394014017 5.61258403109053e-06 1.2087785804055e-05 0.0999825719298467
ZNF667 7.33877359743646 6.32363938505063e-11 2.15226045099908e-10 1.12649312005292e-06
ZCCHC12 6.2431031907632 2.40167559489476e-08 6.45690447441219e-08 0.000427834490474552
TFEC -7.6214378432942 2.15529703440714e-11 7.66968864780837e-11 3.83944613709287e-07
ATP7B -7.71996710404423 6.4015061550202e-13 2.63366146912958e-12 1.1403643064553e-08
POLD2 -7.37412913505787 2.46614898275398e-10 7.96735182785264e-10 4.39319779787794e-06
RG9MTD1 -0.533993616664488 0.594791701142464 0.641497812202692 1
ACOT2 5.53834550978096 5.03458636931985e-07 1.19709185241676e-06 0.00896861215830638
HIST1H4I -13.2173423056456 1.10415672242627e-22 1.23242154469308e-21 1.96694478533016e-18
PPARGC1A 16.5183854971355 4.14218133883798e-33 1.51517080842012e-31 7.37888183700597e-29
ETFA 7.40721604469252 8.71303914768890e-11 2.93022615399151e-10 1.5521407937693e-06
POLRMT -4.72940266542142 1.13937537159635e-05 2.37890680609673e-05 0.202968328696173
ZNF146 -5.99573819252842 6.41017830391749e-08 1.65302426615498e-07 0.00114190916305986
MIA2 1.56883234297734 0.121176098689276 0.153050980009271 1
KLHL6 -3.30073047465129 0.00139259621775972 0.00231307310239362 1
HOXB5 -0.844515388038369 0.399960272910067 0.451456868687107 1
NENF -6.42274299588673 2.96588120198476e-09 8.7127651273345e-09 5.28342077321564e-05
CUGBP1 -15.3439868275799 3.56155993537297e-26 5.7520968892778e-25 6.34456286887341e-22
PRSS22 -10.2447874820056 9.18800373183903e-16 5.07992236123465e-15 1.6367509847898e-11
CASC4 -5.37791263361876 7.21555784204891e-07 1.69307096151553e-06 0.0128537947398259
CUL4B -1.3224452673271 0.18972956235156 0.230548596434563 1
CENPJ -2.94127724332134 0.00400108083543237 0.0063058704770762 1
PITX1 -12.4792565710227 3.17567684600573e-20 2.74352605891106e-19 5.65715073347462e-16
FLJ31033 -5.91075547750818 3.62610923043456e-08 9.58674826817471e-08 0.000645955098309612
CELSR3 -14.9171447794193 8.7991287132695e-30 2.12107819889287e-28 1.56747678898183e-25
ZNF568 6.80068296523215 1.79711474943936e-09 5.39406944338884e-09 3.20138021465127e-05
ITSN1 5.03455974104411 4.06174620335254e-06 8.87041153199977e-06 0.0723559468665221
EHBP1L1 -2.46569616390199 0.0158797123758838 0.0231623021586829 1
C19orf2 -6.24434782942522 9.86651047851883e-09 2.75445882564385e-08 0.000175762017664334
DCTN1 -0.912938579412385 0.364675496344557 0.416297936038574 1
LIN28B -0.951432874583007 0.34460629911313 0.395567795115748 1
TNKS2 2.15382671829833 0.0341665484134626 0.0473357359960665 1
C1QBP -0.246447788041923 0.806016629835187 0.834256013240604 1
CADPS2 1.22312514281312 0.223787127398182 0.268165201632666 1
SRMS -9.14018157787284 3.62463415619618e-14 1.6810526648914e-13 6.45692328584788e-10
GJA9 -2.61529667778708 0.0108640801404586 0.0161952069976678 1
MGC24975 -9.17566086722094 1.95715701786413e-14 9.33461716632709e-14 3.48647951162317e-10
TRIM45 -7.44392999779333 3.39933255705767e-11 1.18319089823027e-10 6.05557101714253e-07
TSP50 5.96254543174998 6.84776027268374e-08 1.76203959984961e-07 0.00121986001497588
TCP1 0.622580956752486 0.534305084113718 0.583933175975569 1
TMED7 -3.55937373812283 0.000600352116299483 0.00104572920697751 1
CMA1 7.8723607553943 3.23793791818022e-11 1.12922134053372e-10 5.76806260744625e-07
CENPL -18.8758363355048 5.22929635339406e-32 1.65167881630074e-30 9.31546852393617e-28
PTCRA -5.64324430657219 3.12358071520551e-07 7.57569324175235e-07 0.0055643466860671
FST 9.4786070873895 1.1583838190793e-16 7.00694375316765e-16 2.06354493530787e-12
VWCE 15.3288263239865 7.41127017426122e-24 9.33034394941975e-23 1.32024366884289e-19
PAWR -7.26401313674612 2.572472157772e-10 8.29280112532581e-10 4.58260190185504e-06
ABCC12 -3.27837526484502 0.00141153178055841 0.002342995447155 1
LDLR -1.21871180209374 0.226766512087686 0.271352095541751 1
ASTN2 -3.43168356449211 0.000837781998747181 0.00143337000822919 1
LOC441212 7.41416885796804 2.10785250719517e-11 7.50835524158662e-11 3.75492845631747e-07
GPATCH8 -1.60930771415263 0.111802403272717 0.142132889736636 1
TANC2 -8.95737887849747 2.96634542472515e-15 1.5514526540239e-14 5.28424773960539e-11
KIF4A -31.7382367562424 2.00681666992758e-60 1.98607956433833e-57 3.57494321580899e-56
C18orf18 13.2211128735476 7.94918736390561e-23 8.98520454953138e-22 1.41606823700615e-18
PGM1 9.76523500546639 7.93811392489119e-15 3.94998775022379e-14 1.41409561458012e-10
KIAA0258 -6.88603492948953 1.14523920425359e-09 3.49456854823116e-09 2.04012911845735e-05
CPD -2.39878968620398 0.0178972325250606 0.0258993745086457 1
SNCAIP 15.1164840406648 3.96056007434661e-29 8.84128034641735e-28 7.05534171644105e-25
DCT -1.11880760892578 0.267068384738593 0.314798928454529 1
HLA-DOA -7.5783507806702 1.32667395332798e-11 4.83299996003774e-11 2.36333698045846e-07
OR11L1 -0.0726089651185894 0.94234842687407 0.950243115381788 1
UPK1B -0.305099331107338 0.760758767087215 0.793730624159052 1
DNAJB4 16.6103905246635 4.65545736274897e-27 8.33490627738796e-26 8.29323174600102e-23
UGT1A8 3.6319969657237 0.000523591893373149 0.000918580459774402 1
HIST1H4L -5.00821086270115 3.36787387765773e-06 7.42056960502101e-06 0.0599953052565949
PECR 5.09670880147149 3.23449124011148e-06 7.13639174527445e-06 0.0576192269513459
HSPA2 -1.72203283674263 0.0872420726058143 0.113109918588062 1
