GOBPID	Pvalue	BHPvalue	OddsRatio	ExpCount	Count	Size	Term	Genes
GO:0007050	0.0109259762456757	0.207323940254506	14.0985691573927	0.159842167957117	2	113	cell cycle arrest	APBB1, TBRG4
GO:0032930	0.0117667348087998	0.207323940254506	101.533834586466	0.0118246988397014	1	8	positive regulation of superoxide anion generation	GSTP1
GO:0033483	0.0117667348087998	0.207323940254506	101.533834586466	0.0118246988397014	1	8	gas homeostasis	GSTP1
GO:0061003	0.0117667348087998	0.207323940254506	101.533834586466	0.0118246988397014	1	8	positive regulation of dendritic spine morphogenesis	CAPRIN1
GO:0007612	0.0121083013596884	0.207323940254506	13.2926587301587	0.168501958465745	2	114	learning	APBB1, ATAD1
GO:0032691	0.0132282940267118	0.207323940254506	88.8355263157895	0.0133027861946641	1	9	negative regulation of interleukin-1 beta production	GSTP1
GO:2000045	0.0146483076092716	0.207323940254506	11.9955197132616	0.186239006725297	2	126	regulation of G1/S transition of mitotic cell cycle	CRADD, RFWD3
GO:0010804	0.0146877995820631	0.207323940254506	78.9590643274854	0.0147808735496268	1	10	negative regulation of tumor necrosis factor-mediated signaling pathway	GSTP1
GO:0051967	0.0146877995820631	0.207323940254506	78.9590643274854	0.0147808735496268	1	10	negative regulation of synaptic transmission, glutamatergic	ATAD1
GO:0086014	0.0146877995820631	0.207323940254506	78.9590643274854	0.0147808735496268	1	10	atrial cardiac muscle cell action potential	NUP155
GO:0086066	0.0146877995820631	0.207323940254506	78.9590643274854	0.0147808735496268	1	10	atrial cardiac muscle cell to AV node cell communication	NUP155
GO:2000001	0.0146877995820631	0.207323940254506	78.9590643274854	0.0147808735496268	1	10	regulation of DNA damage checkpoint	RFWD3
GO:0002674	0.0161452542088188	0.219455862764315	71.0578947368421	0.0162589609045895	1	11	negative regulation of acute inflammatory response	GSTP1
GO:0007346	0.0168422623128357	0.220753938171811	6.25019819248454	0.552804670756042	3	374	regulation of mitotic cell cycle	CRADD, MAD2L1BP, RFWD3
GO:0007096	0.0176006606375038	0.22164723304754	64.5933014354067	0.0177370482595521	1	12	regulation of exit from mitosis	MAD2L1BP
GO:1901991	0.0181183024289543	0.22164723304754	10.6890487609912	0.208410317049738	2	141	negative regulation of mitotic cell cycle phase transition	CRADD, RFWD3
GO:0043508	0.0190540215952113	0.225575029852985	59.2061403508772	0.0192151356145148	1	13	negative regulation of JUN kinase activity	GSTP1
GO:0090322	0.0234018588619769	0.268390068823297	47.3543859649123	0.0236493976794029	1	16	regulation of superoxide metabolic process	GSTP1
GO:0002092	0.0277313847365056	0.299335829361693	39.453216374269	0.0280836597442909	1	19	positive regulation of receptor internalization	ATAD1
GO:0086019	0.0277313847365056	0.299335829361693	39.453216374269	0.0280836597442909	1	19	cell-cell signaling involved in cardiac conduction	NUP155
GO:1901687	0.0320426722964631	0.316663350926718	33.8095238095238	0.0325179218091789	1	22	glutathione derivative biosynthetic process	GSTP1
GO:2001022	0.03325244028221	0.316663350926718	32.5193236714976	0.0337652721214365	1	24	positive regulation of response to DNA damage stimulus	NSMCE4A
GO:0007026	0.0334757277819964	0.316663350926718	32.2703349282297	0.0339960091641416	1	23	negative regulation of microtubule depolymerization	CKAP2
GO:0008299	0.0334757277819964	0.316663350926718	32.2703349282297	0.0339960091641416	1	23	isoprenoid biosynthetic process	GGPS1
GO:0000281	0.0363357943440157	0.316663350926718	29.5767543859649	0.036952183874067	1	25	mitotic cytokinesis	CKAP2
GO:0010948	0.037587384246706	0.316663350926718	7.14117015566291	0.3089202571872	2	209	negative regulation of cell cycle process	CRADD, RFWD3
GO:0045070	0.0377628107895298	0.316663350926718	28.3915789473684	0.0384302712290296	1	26	positive regulation of viral genome replication	STAU1
GO:0045739	0.0377628107895298	0.316663350926718	28.3915789473684	0.0384302712290296	1	26	positive regulation of DNA repair	APBB1
GO:0050890	0.0389068183877995	0.316663350926718	7.00368615060558	0.31483260660705	2	213	cognition	APBB1, ATAD1
GO:0048147	0.0391878195851026	0.316663350926718	27.2975708502024	0.0399083585839923	1	27	negative regulation of fibroblast proliferation	GSTP1
GO:0030513	0.040610823406807	0.316663350926718	26.2846003898635	0.041386445938955	1	28	positive regulation of BMP signaling pathway	UBE2O
GO:0032781	0.040610823406807	0.316663350926718	26.2846003898635	0.041386445938955	1	28	positive regulation of ATPase activity	DNAJC1
GO:1901987	0.0412585639983462	0.316663350926718	6.77522935779816	0.325179218091789	2	220	regulation of cell cycle phase transition	CRADD, RFWD3
GO:0031122	0.0420318249273484	0.316663350926718	25.343984962406	0.0428645332939177	1	29	cytoplasmic microtubule organization	ATAD1
GO:0071704	0.0436281500056244	0.316663350926718	3.16321634828965	3.68703224928562	7	2258	organic substance metabolic process	CAPRIN1, CRADD, TBRG4, ATE1, UBE2O, DNAJC1, ATAD1
GO:1902807	0.0442269202999759	0.316663350926718	24.0430107526882	0.0451507500371306	1	32	negative regulation of cell cycle G1/S phase transition	RFWD3
GO:0006281	0.0446905103418267	0.316663350926718	6.49925852694019	0.340171577769489	2	240	DNA repair	NSMCE4A, RFWD3
GO:0032720	0.0448678317389355	0.316663350926718	23.6508771929825	0.045820708003843	1	31	negative regulation of tumor necrosis factor production	GSTP1
GO:0060998	0.0462828423585818	0.320486851803765	22.8862478777589	0.0472987953588057	1	32	regulation of dendritic spine development	CAPRIN1
GO:0060761	0.049106891321922	0.327676893002643	21.4960127591707	0.0502549700687311	1	34	negative regulation of response to cytokine stimulus	GSTP1
GO:0097061	0.049106891321922	0.327676893002643	21.4960127591707	0.0502549700687311	1	34	dendritic spine organization	CAPRIN1
GO:0032873	0.0505159349741083	0.331059788133889	20.8622291021672	0.0517330574236937	1	35	negative regulation of stress-activated MAPK cascade	GSTP1
GO:0006749	0.0547311743935207	0.334772350040368	19.1664295874822	0.0561673194885818	1	38	glutathione metabolic process	GSTP1
GO:0007077	0.0547311743935207	0.334772350040368	19.1664295874822	0.0561673194885818	1	38	mitotic nuclear envelope disassembly	NUP155
GO:0070373	0.0547311743935207	0.334772350040368	19.1664295874822	0.0561673194885818	1	38	negative regulation of ERK1 and ERK2 cascade	GSTP1
GO:0070534	0.0547311743935207	0.334772350040368	19.1664295874822	0.0561673194885818	1	38	protein K63-linked ubiquitination	UBE2O
GO:1900006	0.0561322991628179	0.337713996602527	18.6606648199446	0.0576454068435445	1	39	positive regulation of dendrite development	CAPRIN1
GO:0030397	0.0575314508094783	0.337918873930533	18.1808367071525	0.0591234941985071	1	40	membrane disassembly	NUP155
GO:0032652	0.0589286319660874	0.337918873930533	17.725	0.0606015815534698	1	41	regulation of interleukin-1 production	GSTP1
GO:0043967	0.0589286319660874	0.337918873930533	17.725	0.0606015815534698	1	41	histone H4 acetylation	APBB1
GO:0006695	0.0617170933229073	0.338152249307975	16.8784461152882	0.0635577562633952	1	43	cholesterol biosynthetic process	GGPS1
GO:0086004	0.0617170933229073	0.338152249307975	16.8784461152882	0.0635577562633952	1	43	regulation of cardiac muscle cell contraction	NUP155
GO:0006513	0.0644977042276792	0.338152249307975	16.1088516746411	0.0665139309733205	1	45	protein monoubiquitination	UBE2O
GO:0008542	0.0644977042276792	0.338152249307975	16.1088516746411	0.0665139309733205	1	45	visual learning	APBB1
GO:0031110	0.0644977042276792	0.338152249307975	16.1088516746411	0.0665139309733205	1	45	regulation of microtubule polymerization or depolymerization	CKAP2
GO:0086001	0.0644977042276792	0.338152249307975	16.1088516746411	0.0665139309733205	1	45	cardiac muscle cell action potential	NUP155
GO:0032642	0.070035458394348	0.35698629487119	14.7620614035088	0.0724262803931712	1	49	regulation of chemokine production	GSTP1
GO:0043124	0.070035458394348	0.35698629487119	14.7620614035088	0.0724262803931712	1	49	negative regulation of I-kappaB kinase/NF-kappaB signaling	GSTP1
GO:0042147	0.0755420613657134	0.378028026844024	13.6224696356275	0.0783386298130219	1	53	retrograde transport, endosome to Golgi	UBE2O
GO:0048814	0.0769138642127741	0.378028026844024	13.364448857994	0.0798167171679846	1	54	regulation of dendrite morphogenesis	CAPRIN1
GO:0007093	0.0774874900063768	0.378028026844024	13.3120638085743	0.0804229652245141	1	60	mitotic cell cycle checkpoint	MAD2L1BP
GO:0006406	0.0782837330794165	0.378028026844024	13.1159844054581	0.0812948045229473	1	55	mRNA export from nucleus	NUP155
GO:0070664	0.0796516705488741	0.379638481706971	12.8765550239234	0.08277289187791	1	56	negative regulation of leukocyte proliferation	GSTP1
GO:0006998	0.082381761612875	0.382710209011711	12.4228993536473	0.0857290665878353	1	58	nuclear envelope organization	NUP155
GO:0061337	0.082381761612875	0.382710209011711	12.4228993536473	0.0857290665878353	1	58	cardiac conduction	NUP155
GO:0048259	0.08510415800553	0.385644603332344	12	0.0886852412977607	1	60	regulation of receptor-mediated endocytosis	ATAD1
GO:0043242	0.0864624771236272	0.385644603332344	11.7991228070175	0.0901633286527234	1	61	negative regulation of protein complex disassembly	CKAP2
GO:0009059	0.0889757663395752	0.385644603332344	11.6960297766749	0.0928127959591708	1	63	macromolecule biosynthetic process	NUP155
GO:0006977	0.090525948920147	0.385644603332344	11.234753550543	0.0945975907176114	1	64	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	CRADD
GO:0048522	0.0916415584199479	0.385644603332344	3.24430939226519	1.10266230733302	3	908	positive regulation of cellular process	CAPRIN1, STAU1, UBE2O
GO:0017148	0.0918766195239634	0.385644603332344	11.0583881578947	0.0960756780725741	1	65	negative regulation of translation	CAPRIN1
GO:1902400	0.0918766195239634	0.385644603332344	11.0583881578947	0.0960756780725741	1	65	intracellular signal transduction involved in G1 DNA damage checkpoint	CRADD
GO:0044708	0.0924878285455901	0.385644603332344	4.2276814386641	0.514374399527012	2	348	single-organism behavior	APBB1, ATAD1
GO:0010564	0.092781252723637	0.385644603332344	10.9924369747899	0.0970460930974258	1	71	regulation of cell cycle process	MAD2L1BP
GO:0072413	0.0945722460488037	0.385644603332344	10.7216905901116	0.0990318527824994	1	67	signal transduction involved in mitotic cell cycle checkpoint	CRADD
GO:1902402	0.0945722460488037	0.385644603332344	10.7216905901116	0.0990318527824994	1	67	signal transduction involved in mitotic DNA damage checkpoint	CRADD
GO:0071260	0.0959172070618028	0.386830933974524	10.560879811469	0.100509940137462	1	68	cellular response to mechanical stimulus	CRADD
GO:0072401	0.0972602699644818	0.387983903010487	10.4047987616099	0.101988027492425	1	69	signal transduction involved in DNA integrity checkpoint	CRADD
GO:0045786	0.0993756441340284	0.390194054815036	10.2713725490196	0.104266121088126	1	86	negative regulation of cell cycle	MAD2L1BP
GO:1901879	0.0999407115875025	0.390194054815036	10.106015037594	0.10494420220235	1	71	regulation of protein depolymerization	CKAP2
GO:0008625	0.105278928965297	0.406709125581727	9.55689900426743	0.110856551622201	1	75	extrinsic apoptotic signaling pathway via death domain receptors	CRADD
GO:1903555	0.110587059690751	0.422765113609433	9.06410256410256	0.116768901042052	1	79	regulation of tumor necrosis factor superfamily cytokine production	GSTP1
GO:0010827	0.113229892807401	0.425275638496693	8.83618421052632	0.119725075751977	1	81	regulation of glucose transport	NUP155
GO:0008152	0.11356134215988	0.425275638496693	4.8695652173913	0.603683492496589	2	531	metabolic process	NUDT13, ATP13A1
GO:0010468	0.116990034552325	0.425793249103096	3.7235142118863	0.593326978074357	2	389	regulation of gene expression	CAPRIN1, DNAJC1
GO:0006919	0.117180158472514	0.425793249103096	8.5149017121116	0.124159337816865	1	84	activation of cysteine-type endopeptidase activity involved in apoptotic process	CRADD
GO:0007613	0.117180158472514	0.425793249103096	8.5149017121116	0.124159337816865	1	84	memory	ATAD1
GO:0006942	0.119804375332724	0.431060840657939	8.31331269349845	0.12711551252679	1	86	regulation of striated muscle contraction	NUP155
GO:0006721	0.122421180532259	0.432005512070567	8.12099213551119	0.130071687236716	1	88	terpenoid metabolic process	GGPS1
GO:0045807	0.122421180532259	0.432005512070567	8.12099213551119	0.130071687236716	1	88	positive regulation of endocytosis	ATAD1
GO:0001959	0.125030593905324	0.437011694888131	7.93731519810763	0.133027861946641	1	90	regulation of cytokine-mediated signaling pathway	GSTP1
GO:2001237	0.127632635235988	0.441119393428245	7.76171197223829	0.135984036656566	1	92	negative regulation of extrinsic apoptotic signaling pathway	GSTP1
GO:0023057	0.128609741408235	0.441119393428245	7.71913580246914	0.137069922308546	1	91	negative regulation of signaling	ATAD1
GO:0090304	0.134150187593044	0.455689967492382	3.41457286432161	0.644706356401733	2	400	nucleic acid metabolic process	NSMCE4A, RFWD3
GO:0071356	0.135394724064723	0.455689967492382	7.27835051546392	0.144852560786342	1	98	cellular response to tumor necrosis factor	GSTP1
GO:0071156	0.136682009519849	0.455689967492382	7.20354457572503	0.146330648141305	1	99	regulation of cell cycle arrest	CRADD
GO:0010648	0.137824486080802	0.455689967492382	7.15807560137457	0.147613762486127	1	98	negative regulation of cell communication	ATAD1
GO:0051494	0.139251120149266	0.456296081203397	7.05842105263158	0.149286822851231	1	101	negative regulation of cytoskeleton organization	CKAP2
GO:0010556	0.150225849193794	0.460443786377693	6.62831286360698	0.16174063733513	1	120	regulation of macromolecule biosynthetic process	DNAJC1
GO:0010212	0.151988099966444	0.460443786377693	6.41196172248804	0.164067696400857	1	111	response to ionizing radiation	RFWD3
GO:0031638	0.151988099966444	0.460443786377693	6.41196172248804	0.164067696400857	1	111	zymogen activation	CRADD
GO:0018393	0.155774143488781	0.460443786377693	6.24033535165347	0.168501958465745	1	114	internal peptidyl-lysine acetylation	APBB1
GO:0006302	0.158289245380341	0.460443786377693	6.13089244851259	0.171458133175671	1	116	double-strand break repair	APBB1
GO:0031348	0.158289245380341	0.460443786377693	6.13089244851259	0.171458133175671	1	116	negative regulation of defense response	GSTP1
GO:0032886	0.158289245380341	0.460443786377693	6.13089244851259	0.171458133175671	1	116	regulation of microtubule-based process	CKAP2
GO:0071222	0.158289245380341	0.460443786377693	6.13089244851259	0.171458133175671	1	116	cellular response to lipopolysaccharide	GSTP1
GO:0006403	0.159459954519927	0.460443786377693	6.09426229508197	0.172803904170364	1	123	RNA localization	NUP155
GO:0051168	0.15954412537232	0.460443786377693	6.07758620689655	0.172936220530633	1	117	nuclear export	NUP155
GO:0050767	0.16024938514433	0.460443786377693	2.99058769513315	0.718350454511862	2	486	regulation of neurogenesis	APBB1, CAPRIN1
GO:0043112	0.160797227913884	0.460443786377693	6.02519118308592	0.174414307885596	1	118	receptor metabolic process	ATAD1
GO:0009628	0.161904117732694	0.460443786377693	2.34126343251134	1.40418298721454	3	950	response to abiotic stimulus	APBB1, CRADD, RFWD3
GO:0000910	0.162048555390342	0.460443786377693	5.97368421052632	0.175892395240559	1	119	cytokinesis	CKAP2
GO:0008645	0.163298110183974	0.460443786377693	5.92304290137107	0.177370482595521	1	120	hexose transport	NUP155
GO:0071901	0.163298110183974	0.460443786377693	5.92304290137107	0.177370482595521	1	120	negative regulation of protein serine/threonine kinase activity	GSTP1
GO:2001056	0.163298110183974	0.460443786377693	5.92304290137107	0.177370482595521	1	120	positive regulation of cysteine-type endopeptidase activity	CRADD
GO:1903146	0.164545894674043	0.460443786377693	5.87324561403509	0.178848569950484	1	121	regulation of mitochondrion degradation	RFWD3
GO:0042770	0.165791911236796	0.460443786377693	5.82427142235755	0.180326657305447	1	122	signal transduction in response to DNA damage	CRADD
GO:0050658	0.165791911236796	0.460443786377693	5.82427142235755	0.180326657305447	1	122	RNA transport	NUP155
GO:0001764	0.16827865007028	0.460443786377693	5.72871202396234	0.183282832015372	1	124	neuron migration	APBB1
GO:0016125	0.170758345634208	0.460443786377693	5.63621052631579	0.186239006725297	1	126	sterol metabolic process	GGPS1
GO:0000077	0.171340119983487	0.460443786377693	5.62710437710438	0.1868944604689	1	133	DNA damage checkpoint	CRADD
GO:0010770	0.171995558098759	0.460443786377693	5.59106098579783	0.18771709408026	1	127	positive regulation of cell morphogenesis involved in differentiation	CAPRIN1
GO:0031326	0.172072941867852	0.460443786377693	5.67885264341957	0.187518312335189	1	128	regulation of cellular biosynthetic process	DNAJC1
GO:0044260	0.173853859221399	0.460443786377693	6.05440414507772	0.188323394813479	1	194	cellular macromolecule metabolic process	NSMCE4A
GO:0046165	0.174464724184164	0.460443786377693	5.50287828947368	0.190673268790186	1	129	alcohol biosynthetic process	GGPS1
GO:0007270	0.175696682512497	0.460443786377693	5.45981232150143	0.192151356145148	1	130	neuron-neuron synaptic transmission	ATAD1
GO:0006473	0.178155361486737	0.460443786377693	5.37565287263961	0.195107530855074	1	132	protein acetylation	APBB1
GO:0043902	0.178155361486737	0.460443786377693	5.37565287263961	0.195107530855074	1	132	positive regulation of multi-organism process	STAU1
GO:0051128	0.181628003599234	0.462376251704374	2.79619047619048	0.779288025889968	2	602	regulation of cellular component organization	APBB1, ATAD1
GO:1903035	0.181830320891621	0.462376251704374	5.2541241162608	0.199541792919962	1	135	negative regulation of response to wounding	GSTP1
GO:0045665	0.184271615059804	0.462376251704374	5.17608359133127	0.202497967629887	1	137	negative regulation of neuron differentiation	APBB1
GO:0071216	0.185489665507677	0.462376251704374	5.13791778716865	0.20397605498485	1	138	cellular response to biotic stimulus	GSTP1
GO:0044267	0.18784602998588	0.462376251704374	2.00909601921406	2.30104103931859	4	1783	cellular protein metabolic process	APBB1, TBRG4, RFWD3, UBE2O
GO:0010952	0.187920584758577	0.462376251704374	5.06323362362741	0.206932229694775	1	140	positive regulation of peptidase activity	CRADD
GO:0030308	0.187920584758577	0.462376251704374	5.06323362362741	0.206932229694775	1	140	negative regulation of cell growth	APBB1
GO:0006694	0.191554044317101	0.462376251704374	4.95515196441809	0.211366491759663	1	143	steroid biosynthetic process	GGPS1
GO:0046328	0.191554044317101	0.462376251704374	4.95515196441809	0.211366491759663	1	143	regulation of JNK cascade	GSTP1
GO:0010942	0.191626205799699	0.462376251704374	2.65357069776959	0.80555760845466	2	545	positive regulation of cell death	APBB1, CRADD
GO:0051783	0.192761761609725	0.462376251704374	4.92013249907987	0.212844579114626	1	144	regulation of nuclear division	MAD2L1BP
GO:0015931	0.199972149879699	0.47655700653149	4.71988696573649	0.221713103244402	1	150	nucleobase-containing compound transport	NUP155
GO:0072331	0.202361985671906	0.478340429815668	4.65667479958174	0.224669277954327	1	152	signal transduction by p53 class mediator	CRADD
GO:0006805	0.203554358815382	0.478340429815668	4.62569252077562	0.22614736530929	1	153	xenobiotic metabolic process	GSTP1
GO:0008643	0.205934027005111	0.478340429815668	4.56493506493506	0.229103540019215	1	155	carbohydrate transport	NUP155
GO:0045333	0.205934027005111	0.478340429815668	4.56493506493506	0.229103540019215	1	155	cellular respiration	TBRG4
GO:0036211	0.208607605735122	0.479940130046072	1.67474443464273	4.07804301234203	6	2759	protein modification process	APBB1, GSTP1, TBRG4, ATE1, RFWD3, UBE2O
GO:1903900	0.210673114698167	0.479940130046072	4.44803464357095	0.235015889439066	1	159	regulation of viral life cycle	STAU1
GO:0044238	0.211667918609564	0.479940130046072	1.6744763382467	9.80065772830761	12	6457	primary metabolic process	APBB1, GSTP1, CAPRIN1, CRADD, TBRG4, ATE1, CKAP2, NSMCE4A, RFWD3, UBE2O, DNAJC1, PCGF5
GO:0009410	0.211853681382735	0.479940130046072	4.41972856669977	0.236493976794029	1	160	response to xenobiotic stimulus	GSTP1
GO:1903008	0.214209784305192	0.48008511591682	4.36417129780974	0.239450151503954	1	162	organelle disassembly	RFWD3
GO:0000302	0.216559195007765	0.48008511591682	4.30997739748143	0.242406326213879	1	164	response to reactive oxygen species	GSTP1
GO:2001235	0.216559195007765	0.48008511591682	4.30997739748143	0.242406326213879	1	164	positive regulation of apoptotic signaling pathway	CRADD
GO:0006417	0.217955154513583	0.48008511591682	4.28779069767442	0.244096242388237	1	173	regulation of translation	DNAJC1
GO:0044765	0.218458349749616	0.48008511591682	2.01635467980296	1.62648677436535	3	1018	single-organism transport	ATP13A1, DNAJC1, ATAD1
GO:0001818	0.221238011750175	0.482971047503864	4.2054837693035	0.24831867563373	1	168	negative regulation of cytokine production	GSTP1
GO:0070302	0.222403561384613	0.482971047503864	4.18013784461153	0.249796762988693	1	169	regulation of stress-activated protein kinase signaling cascade	GSTP1
GO:0048667	0.224955339187772	0.485638879305366	2.37435614422369	0.895720937107383	2	606	cell morphogenesis involved in neuron differentiation	APBB1, CAPRIN1
GO:2001233	0.229450089509011	0.491778353096283	4.0414364640884	0.258696790603726	1	182	regulation of apoptotic signaling pathway	GSTP1
GO:0048812	0.230479228154116	0.491778353096283	2.33387622149837	0.91050181065701	2	616	neuron projection morphogenesis	APBB1, CAPRIN1
GO:0090257	0.23281919491051	0.493484801963332	3.96491228070175	0.263099549183357	1	178	regulation of muscle system process	NUP155
GO:0019083	0.233968271230572	0.493484801963332	3.94234180958013	0.264577636538319	1	179	viral transcription	NUP155
GO:0031325	0.240995094594775	0.504554403964526	3.85223367697595	0.273204903677758	1	195	positive regulation of cellular metabolic process	GSTP1
GO:0043903	0.241966144680535	0.504554403964526	3.79118065433855	0.274924248023058	1	186	regulation of symbiosis, encompassing mutualism through parasitism	STAU1
GO:0006457	0.246500674819092	0.508234537407903	3.70983013088276	0.280836597442909	1	190	protein folding	DNAJC1
GO:0043281	0.246500674819092	0.508234537407903	3.70983013088276	0.280836597442909	1	190	regulation of cysteine-type endopeptidase activity involved in apoptotic process	CRADD
GO:0006310	0.251009428124039	0.511780334008458	3.63185164985001	0.28674894686276	1	194	DNA recombination	NSMCE4A
GO:0090092	0.251009428124039	0.511780334008458	3.63185164985001	0.28674894686276	1	194	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	UBE2O
GO:0044033	0.254374160614996	0.514758760288569	3.57545649838883	0.291183208927648	1	197	multi-organism metabolic process	NUP155
GO:0051961	0.256609332559477	0.514758760288569	3.5388091440723	0.294139383637573	1	199	negative regulation of nervous system development	APBB1
GO:0019058	0.257749029402205	0.514758760288569	3.52818035426731	0.295542925516004	1	208	viral life cycle	NUP155
GO:0044249	0.258080686357212	0.514758760288569	2.20744138634047	0.984351554126474	2	656	cellular biosynthetic process	GSTP1, NUP155
GO:0033673	0.259950158964633	0.515684909946056	3.48520555119141	0.298573645702461	1	202	negative regulation of kinase activity	GSTP1
GO:0019222	0.262037032873694	0.517030059487343	1.46461145567311	8.11765575345503	10	5492	regulation of metabolic process	APBB1, GSTP1, CAPRIN1, CRADD, CKAP2, RFWD3, UBE2O, DNAJC1, PCGF5, ATAD1
GO:0048583	0.267860279382788	0.519450236096834	1.51517767227737	4.41209075456359	6	2985	regulation of response to stimulus	APBB1, GSTP1, CRADD, NSMCE4A, RFWD3, UBE2O
GO:0090068	0.268789439618782	0.519450236096834	3.3497859481239	0.310398344542162	1	210	positive regulation of cell cycle process	CRADD
GO:0072593	0.269887270953338	0.519450236096834	3.33358395989975	0.311876431897125	1	211	reactive oxygen species metabolic process	GSTP1
GO:0051246	0.271636829343018	0.519450236096834	1.78029253271748	1.8195652173913	3	1302	regulation of protein metabolic process	APBB1, GSTP1, CAPRIN1
GO:0045666	0.272078237811911	0.519450236096834	3.30163853028798	0.31483260660705	1	213	positive regulation of neuron differentiation	CAPRIN1
GO:0032102	0.27317137756591	0.519450236096834	3.28589078329627	0.316310693962013	1	214	negative regulation of response to external stimulus	GSTP1
GO:1903522	0.27317137756591	0.519450236096834	3.28589078329627	0.316310693962013	1	214	regulation of blood circulation	NUP155
GO:0043067	0.275692512294659	0.521542020681134	1.75101050929669	1.83282832015372	3	1240	regulation of programmed cell death	APBB1, GSTP1, CRADD
GO:0070647	0.280597564247581	0.524438744682409	2.02130681818182	1.04352967260365	2	706	protein modification by small protein conjugation or removal	RFWD3, UBE2O
GO:0044764	0.282274269159022	0.524438744682409	2.01225836869401	1.04796393466854	2	709	multi-organism cellular process	STAU1, NUP155
GO:0006606	0.282939704215577	0.524438744682409	3.15054528212423	0.329613480156677	1	223	protein import into nucleus	NUP155
GO:0010721	0.282939704215577	0.524438744682409	3.15054528212423	0.329613480156677	1	223	negative regulation of cell development	APBB1
GO:0051170	0.287241032324194	0.528798631367107	3.09385188635305	0.335525829576528	1	227	nuclear import	NUP155
GO:0065007	0.289155752570462	0.528798631367107	1.58342541436464	7.4504347826087	9	4896	biological regulation	APBB1, CAPRIN1, TBRG4, MAD2L1BP, CKAP2, NSMCE4A, RFWD3, UBE2O, PCGF5
GO:0033043	0.289614509277353	0.528798631367107	1.97929411764706	1.0673041009935	2	752	regulation of organelle organization	CKAP2, RFWD3
GO:0018205	0.295770263880003	0.536632777642088	2.98627980206928	0.347350528416229	1	235	peptidyl-lysine modification	APBB1
GO:0050804	0.296829574554071	0.536632777642088	2.97334826427772	0.348828615771192	1	236	regulation of synaptic transmission	ATAD1
GO:0050727	0.299998431552215	0.539703060684622	2.93520566121185	0.35326287783608	1	239	regulation of inflammatory response	GSTP1
GO:0051052	0.302103460829229	0.540084538177408	2.91030701754386	0.356219052546005	1	241	regulation of DNA metabolic process	APBB1
GO:0043603	0.303153718976965	0.540084538177408	2.89801266652107	0.357697139900968	1	242	cellular amide metabolic process	GSTP1
GO:0051239	0.313219597191428	0.553277284202482	1.86928851174935	1.12950404444808	2	768	regulation of multicellular organismal process	GSTP1, NUP155
GO:0009405	0.313574046632469	0.553277284202482	2.78045711889285	0.372478013450595	1	252	pathogenesis	NUP155
GO:0007049	0.315088104658488	0.553288681385957	1.8834875943066	1.13369432580842	2	991	cell cycle	NUP155, CKAP2
GO:0032990	0.318559645434568	0.554376167511103	1.83347725964306	1.14403961274111	2	774	cell part morphogenesis	APBB1, CAPRIN1
GO:0002237	0.318728532274776	0.554376167511103	2.72512335526316	0.379868450225408	1	257	response to molecule of bacterial origin	GSTP1
GO:0043405	0.323846233509065	0.558009505000612	2.67190965920549	0.387258887000222	1	262	regulation of MAP kinase activity	GSTP1
GO:0043624	0.324865381548089	0.558009505000612	2.66151064684612	0.388736974355184	1	263	cellular protein complex disassembly	CKAP2
